bad,mean,good
16.93,138.71,162.22
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
10.9,167.02,222.6
231.28,424.83,460.73
357.57,570.86,720.75
445.97,763.83,870.69
121.96,795.14,972.69
541.08,851.31,992.2
372.17,564.31,960.3
336.54,739.07,847.62
140.46,477.0,630.18
158.78,337.28,403.11
37.31,115.13,151.23
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
17.33,140.89,235.86
204.7,291.62,493.02
375.86,630.92,693.87
368.25,785.77,892.63
553.69,645.25,974.18
141.68,661.06,1012.04
492.28,539.68,929.17
352.49,579.89,813.03
176.45,483.04,621.26
154.26,353.66,379.5
44.79,122.07,163.75
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
73.32,182.55,212.53
197.38,418.35,489.49
310.98,490.19,684.73
178.34,542.9,888.04
308.86,671.35,1005.45
527.37,822.28,1017.69
474.97,643.62,945.54
252.31,480.82,808.34
177.55,578.23,645.72
114.59,292.95,386.97
53.38,134.75,153.07
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
