bad,mean,good
0,0,0
19.97,29.64,53.26
120.84,169.47,295.84
287.45,377.43,535.29
412.51,586.94,775.12
528.74,817.52,917.12
568.67,916.58,1027.63
720.77,834.89,1023.56
560.75,912.08,954.91
321.77,687.15,822.31
316.15,444.19,598.94
129.03,287.9,345.9
38.81,102.21,113.11
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
9.01,51.99,65.77
88.07,192.57,288.19
313.19,478.35,547.27
407.59,571.98,757.91
574.76,903.97,930.67
592.41,805.61,1025.3
661.51,1002.72,1023.06
681.93,881.27,960.68
492.91,746.33,805.84
338.15,569.99,599.45
155.98,256.85,349.69
27.17,90.4,108.9
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
18.59,45.07,61.43
115.17,243.87,306.94
160.96,493.11,553.93
422.45,581.77,756.95
450.75,864.19,928.38
725.63,854.62,1015.43
654.49,935.35,1024.55
513.77,940.69,956.62
416.59,600.47,807.53
288.05,563.42,609.46
145.89,328.18,366.89
39.48,87.93,104.6
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
